month,Mission,Bernal Heights,Excelsior,Central Richmond,Bayview,Downtown,South of Market,Central Sunset,Tenderloin,Visitacion Valley,Parkside,Pacific Heights,Nob Hill,Inner Richmond,Noe Valley,Outer Sunset,Portola,Outer Richmond,Inner Sunset,Russian Hill,Hayes Valley,Marina,Van Ness - Civic Center,South Beach,Lower Pacific Heights,Eureka Valley - Dolores Heights - Castro,Western Addition,Stonestown,Potrero Hill,North Panhandle,Haight-Ashbury,Mission Terrace,Cow Hollow,Glen Park,Telegraph Hill,Lake,North Beach,Ingleside Heights,Chinatown,Alamo Square,Lakeshore,Parnassus - Ashbury,Yerba Buena,Mission Bay,Miraloma Park,Presidio Heights,Financial District,Presidio,Forest Knolls,Twin Peaks,North Waterfront,Diamond Heights,Westwood Park,Central Waterfront - Dogpatch
2010-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03,,,,,,,,,,,,,,,,,,,,,,,,3.1805745554035596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04,,,,,,,2.5429116338207205,,,,,,,,,,,,,,,,,3.1805745554035596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05,,,,,,,2.58620689655172,,,,,,,,,,,,,,,,,3.0094582975064506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06,,,,,,,2.22335025380711,,,,,,,,,,,,,,,,,3.0094582975064506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07,,,,,,,2.14285714285714,,,,,,,,,,,,,,,,,3.04347826086956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08,,,,,,,2.76932084309133,,,,,,,,,,,,,,,,,2.96610169491525,,,,,,,,,,,,,,,,,,,3.57931034482759,,,,,,,,,,,
2010-09,,,,,,,2.82954545454545,,,,,,,,,,,,,,,,,2.85198555956679,,,,,,,,,,,,,,,,,,,3.57931034482759,,,,,,,,,,,
2010-10,,,,,,,2.82954545454545,,,,,,,,,,,,,,,,,2.96610169491525,,,,,,,,,,,,,,,,,,,3.57931034482759,,,,,,,,,,,
2010-11,,,,,,,2.9357798165137594,,,,,,,,,,,,,,,,,3.04347826086956,,,,,,,,,,,,,,,,,,,3.57931034482759,,,,,,,,,,,
2010-12,,,,,,,3.4375,,3.32539682539683,,,3.1,,,,,,,,,,,2.89878048780488,3.17330210772834,,,2.9221435793731,,,,,,,,,,,,,,,,3.57931034482759,,,,3.16738816738817,,,,,,,
2011-01,2.6666666666666696,2.48011928429423,,,,,3.2960477255779304,1.7528089887640401,3.32539682539683,,,3.1,,,,,,,,,,,2.82608695652174,3.13519813519813,,,2.9221435793731,2.0833333333333304,,2.53846153846154,,,,,,,,,,,2.0967365967366,,3.3869731800766303,,,,3.221875,2.91176470588235,,,,,,
2011-02,2.46153846153846,2.9595015576323997,,,,3.17007534983854,3.1978319783197797,1.7528089887640401,3.32539682539683,,,2.875,,,,,,,,,,,2.5547445255474504,3.46666666666667,,,2.9221435793731,2.0833333333333304,,,,,,,,,,,,,2.0967365967366,,3.73488372093023,,,,3.16738816738817,2.91176470588235,,,,,,
2011-03,2.4324324324324302,,,1.875,,3.4406779661016897,3.2608695652173902,1.7528089887640401,3.32539682539683,,,2.78571428571429,,,,,,,,3.0,,2.7793696275071604,2.64817150063052,3.50740452065472,,,2.93617021276596,2.0833333333333304,,,,,,,,,,,,,2.2132867132867102,,3.57931034482759,,,,3.16738816738817,2.91176470588235,,,,,,2.49326145552561
2011-04,2.4166666666666696,,,1.99444444444444,,,3.18115942028985,,,,,2.7727272727272703,,,,,,,,3.0,,,3.1214528944381406,3.50740452065472,,,2.77777777777778,,,,,,,,,,,,,,,,4.08029197080292,,,,,,,,,,,
2011-05,2.7,,,2.0,,,3.1666666666666696,1.65,,,,2.93931731984829,,,2.85829145728643,,,,,,,2.8125,2.88888888888889,3.43773873185638,2.53275109170306,,3.29545454545454,,,,,,,,,,,,,,,,4.2923076923076895,,,,,,,,,,,
2011-06,2.82608695652174,,2.0,,,,2.94511378848728,,,,,2.9,,,,,,,,,,,2.74602026049204,3.50740452065472,2.49166666666667,,2.9753761969904198,,2.5283347863993,,,,,,,,,,,,,,3.5634743875278403,,,,,,,,,,,
2011-07,3.4875,2.30369515011547,,,,,2.99600532623169,,,,,2.93931731984829,,,2.25903614457831,,,,,,,3.1933333333333302,,3.38235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08,2.6056338028169,,,,,,3.14741035856574,,,,,2.7905027932960897,,,,,,,,,,,,3.53333333333333,,,,,,,,,,,,,,,,,,,4.42546583850932,,,,,,,,,,,
2011-09,1.98347107438016,,,,,,3.19444444444444,,,,,2.7905027932960897,,,,,,,,,,,3.23834196891192,3.9039039039039,,,,,,,,,,,,,,,,,,,4.38047559449312,,,,,,,,,,,
2011-10,2.8985507246376803,,,2.2272727272727297,,2.97297297297297,3.47551342812006,,,,,3.03347280334728,2.68965517241379,,,,,,,3.41176470588235,,3.4965034965035,3.2727272727272703,3.9166666666666696,,2.26785714285714,3.24742268041237,,,2.7058823529411806,,,,,,,,,,,,,4.38047559449312,,,,,3.64485981308411,,,,,,
2011-11,2.8285714285714305,,,2.11180124223602,2.1115668580803897,3.04679552390641,3.6108108108108103,,,,,2.93931731984829,3.66812227074236,,,,,,,2.18181818181818,,2.90076335877863,3.03030303030303,3.5233711048158596,3.89444444444444,,3.26481257557437,,,,,,,,,,,,,,,,4.2852713178294595,,,,,3.41379310344827,2.55645161290323,,,,,
2011-12,2.8285714285714305,,,2.11180124223602,2.30593881223755,3.25,3.6192660550458697,,3.4604651162790696,,,3.03347280334728,3.66812227074236,,3.5736842105263196,,,,,2.4,,,2.51141552511415,3.41038812785388,4.03555555555555,,3.39130434782609,,,,,,,,,,2.44360902255639,,,,,,4.2566709021601,,,,4.6153846153846105,2.944,,,,,,
2012-01,3.20247933884297,,,,2.30593881223755,2.95,3.7013698630137,,2.7727272727272703,,,3.24375,3.18,,,,,,,2.4375,,3.31666666666667,2.71055179090029,3.43682906688687,4.24867724867725,,3.54519774011299,,,,,,,,,,,,,,,,4.05727923627685,,,,4.35280641466208,2.944,,,,,,
2012-02,2.80448717948718,,,1.0,2.25776105362183,3.04679552390641,3.87733333333333,,2.85,,,3.21428571428571,3.49344978165939,2.35454545454545,2.99,,,,,3.4452296819787995,,1.8818760856977401,3.3333333333333304,3.9983844911147006,3.7328,,3.5,,,,,,,,,3.60727272727273,2.90909090909091,,,,,,4.05727923627685,3.5752330226364797,,,4.45205479452055,3.1063636363636404,3.07692307692308,,,,,2.85826155050901
2012-03,2.38549618320611,2.52902155887231,,,2.25776105362183,3.04679552390641,3.4615384615384603,1.84615384615385,4.12650602409639,,,2.79189944134078,3.81818181818182,,2.9195979899497497,,,,,3.3333333333333304,,2.9,3.02863436123348,3.1808422791081696,3.8560000000000003,,3.41738197424893,,3.55,,3.1686358754027903,,,,,4.37727272727273,2.44360902255639,,,,,,3.6433628318584104,3.44204851752021,,,4.08898305084746,3.14666666666667,3.07692307692308,,3.3703071672354903,,,2.85826155050901
2012-04,3.24675324675325,2.52902155887231,,,2.0801317233809002,3.04679552390641,3.2941176470588194,1.85909090909091,4.17400881057269,1.85185185185185,,3.25,3.54,2.5,2.6865671641791002,,,,,3.0530973451327403,,2.96875,3.46113445378151,3.248670998228,3.8784,3.12753858651503,3.17021276595745,,,2.7058823529411806,,,,,3.5714285714285694,4.17142857142857,,,,,,,4.1838134430727,,,,4.63917525773196,3.8551724137931003,3.05555555555555,,,,,
2012-05,3.11111111111111,,,,2.1296296296296298,3.16129032258065,3.64838709677419,,3.8353413654618502,,,3.55182926829268,3.57491062723432,,2.80952380952381,,,,,3.6231884057971,3.1526291298278304,3.28571428571429,3.625,3.6386946386946404,3.9535135135135095,2.71281571562208,2.74193548387097,,3.1724137931034497,,,,,,4.17130919220056,4.02727272727273,,,,,,,4.17661097852029,,,,4.64574898785425,4.34909090909091,3.05555555555555,,,,,
2012-06,3.1067961165048503,3.1809145129224596,,1.95,2.24146147736299,3.6281179138322,3.6915504511895003,,3.8353413654618502,,1.99545454545454,3.4334763948497904,3.4229828850855695,,3.11462450592885,,,,,3.6231884057971,2.28544600938967,3.2258064516129,3.7656903765690397,3.6451990632318503,4.2544,2.67857142857143,2.5,,,,2.60281103591879,,,,4.17130919220056,4.08461538461538,,,,,,,3.81238615664845,3.24779541446208,,,4.45205479452055,4.343636363636359,3.6734693877551003,,,,3.05846422338569,
2012-07,3.2666666666666697,2.5969976905311802,,0.9596153846153841,1.84873949579832,4.14424111948331,3.7369420702753997,,4.33734939759036,,,3.6875,3.4285714285714306,,2.9497487437185903,,,,,3.0818181818181802,,,4.0577716643741395,3.6252927400468398,4.2208,3.1968031968032005,,2.88272727272727,2.47422680412371,,2.60281103591879,,,,4.07216494845361,,,,,,,,4.31519699812383,2.46305418719212,,,4.5,4.343636363636359,3.72399445214979,,,,2.98287345385347,
2012-08,3.0,2.2366522366522403,,,2.06100577081616,3.9715536105032796,3.64655172413793,1.8181818181818201,4.4578313253012,,,3.47517730496454,3.2727272727272703,,2.88888888888889,,,,,3.28162291169451,2.77777777777778,3.33125,3.9312039312039304,3.40609555189456,3.97837837837838,1.06761565836299,3.02127659574468,2.90053050397878,3.46341463414634,2.78571428571429,3.21428571428571,,,,4.07216494845361,,,,,,,,4.29378531073446,2.69966254218223,,,4.45205479452055,4.09076923076923,3.5384615384615397,,,,2.81196581196581,
2012-09,2.4951923076923097,1.86706497386109,,0.914634146341463,2.1476130653266297,3.47222222222222,3.7418147801683803,,4.58333333333333,,,3.41379310344827,3.80824372759857,0.7142857142857142,3.125,,,,1.07095046854083,4.0,3.1526291298278304,3.33125,3.9312039312039304,3.47579425113464,4.195,3.38418079096045,3.12359550561798,3.02122015915119,3.46341463414634,2.4813895781637703,2.81818181818182,,2.3622047244094504,,4.07216494845361,,,,,,,,4.08719346049046,3.5743464052287597,,,4.18098510882016,3.9419999999999997,3.67669172932331,,,,2.6870078740157504,
2012-10,3.0,1.9975,,1.20833333333333,2.3802729528536,3.7405812701829904,3.8527027027027,1.6773162939297102,4.2375,,,3.4334763948497904,3.80824372759857,0.833333333333333,2.96273671350031,,,,0.9530791788856301,3.58208955223881,3.11111111111111,2.1052631578947403,3.97877984084881,3.56521739130435,4.4496,,,,2.5386012715712996,,2.2727272727272703,,,,4.5454545454545405,,,,,,,,4.18509895227008,2.69966254218223,,,3.98391812865497,3.92,3.07692307692308,,,,2.96943231441048,
2012-11,3.0,1.97095435684647,,,2.34181141439206,3.78234398782344,3.7616438356164403,,3.84246575342466,,,3.08953341740227,4.00909090909091,1.07903965470731,2.82352941176471,,,,0.6666666666666661,3.5078993563487404,1.5555555555555503,2.22884615384615,4.004914004914,3.73212121212121,4.29157894736842,,,,,,1.0,,,,3.74875,,,,,,,,3.69595536959554,3.6533559898045898,,,1.9867549668874198,4.03225806451613,3.76140808344198,,,,3.0551905387647795,
2012-12,3.1063321385902,2.3114956736712005,,,2.31502423263328,3.7248322147651,3.7616438356164403,,4.29,,,3.55,3.8333333333333304,1.0,3.01507537688442,,,,1.98,3.5,,3.2636363636363597,4.02684563758389,3.75523012552301,4.216,3.3333333333333304,3.2861476238624903,3.1971223021582698,3.0973451327433597,2.5833333333333304,1.06060606060606,,3.4965034965035,,4.16666666666667,,,,,,,,3.58424725822532,3.58870967741935,,3.0416666666666696,2.96504369538077,4.19272727272727,3.5384615384615397,,4.49915110356536,,3.3257506824385796,
2013-01,3.38983050847458,2.4788135593220297,,,2.25848142164782,4.06779661016949,3.7623853211009197,,4.35593220338983,,1.78929765886288,3.9463220675944304,3.8333333333333304,1.0,3.3266666666666698,,,,2.52666666666667,3.96036585365854,2.62894736842105,3.05555555555555,3.9367396593674,3.86601307189542,4.0384,3.66551724137931,3.8921568627451,2.68489208633093,3.6985018726591803,3.0,,,3.8645161290322596,,4.16666666666667,,,,,,,,3.62758620689655,3.58490566037736,,,2.8125,4.28181818181818,3.61867704280156,,4.49915110356536,,3.23979591836735,
2013-02,3.5,2.22857142857143,,,2.26755852842809,4.5,3.8861985472155,,4.1566265060241,,,2.90909090909091,3.84,1.19642857142857,3.33165829145729,,,2.1875,1.2576335877862599,3.90702274975272,2.62894736842105,3.70762711864407,3.9367396593674,3.90666666666667,3.84108108108108,3.42592592592593,3.77654196157735,2.54936708860759,3.995,,,,3.24675324675325,,3.71428571428571,,3.5379746835442996,,,,,,3.7310344827586204,3.49593495934959,,,2.7808676307007794,,3.9970059880239504,,,,3.1369982547993,
